level	page_num	block_num	par_num	line_num	word_num	left	top	width	height	conf	text
5	1	26	1	3	1	1941	1114	183	41	91	6,517,549
5	1	26	1	3	2	2152	1113	82	35	38	BI1*
5	1	26	1	3	3	2297	1113	124	35	84	2/2003
4	1	26	1	4	0	1858	1185	563	35	-1	
5	1	26	1	4	1	1858	1185	265	35	88	2005/0090835
5	1	26	1	4	2	2152	1186	51	34	76	Al
5	1	26	1	4	3	2296	1185	125	35	96	4/2005
4	1	26	1	5	0	1858	1257	565	35	-1	
5	1	26	1	5	1	1858	1257	266	35	88	2006/0272647
5	1	26	1	5	2	2152	1257	82	35	33	Al1*
5	1	26	1	5	3	2278	1257	145	35	96	12/2006
2	1	27	0	0	0	2278	970	145	107	-1	
3	1	27	1	0	0	2278	970	145	107	-1	
4	1	27	1	1	0	2297	970	126	35	-1	
5	1	27	1	1	1	2297	970	126	35	95	3/1986
4	1	27	1	2	0	2278	1042	144	35	-1	
5	1	27	1	2	1	2278	1042	144	35	96	12/1992
2	1	28	0	0	0	2462	970	627	332	-1	
3	1	28	1	0	0	2462	970	146	35	-1	
4	1	28	1	1	0	2462	970	146	35	-1	
5	1	28	1	1	1	2462	970	146	35	95	Jackson
3	1	28	2	0	0	2462	1042	146	35	-1	
4	1	28	2	1	0	2462	1042	146	35	-1	
5	1	28	2	1	1	2462	1042	146	35	95	Jackson
3	1	28	3	0	0	2462	1113	627	107	-1	
4	1	28	3	1	0	2462	1113	627	35	-1	
5	1	28	3	1	1	2462	1114	31	34	67	p
5	1	28	3	1	2	2496	1113	422	35	36	mae
5	1	28	3	1	3	2940	1113	149	35	95	606/108
4	1	28	3	2	0	2462	1185	186	35	-1	
5	1	28	3	2	1	2462	1185	86	35	95	Deal
5	1	28	3	2	2	2562	1190	32	30	96	et
5	1	28	3	2	3	2607	1185	41	35	96	al.
3	1	28	4	0	0	2462	1257	627	45	-1	
4	1	28	4	1	0	2462	1257	627	45	-1	
5	1	28	4	1	1	2462	1258	120	44	94	Hauge
5	1	28	4	1	2	2610	1285	242	7	0	......
5	1	28	4	1	3	2885	1257	204	35	91	128/207.16
2	1	29	0	0	0	2182	1504	557	38	-1	
3	1	29	1	0	0	2182	1504	557	38	-1	
4	1	29	1	1	0	2182	1504	557	38	-1	
5	1	29	1	1	1	2182	1504	172	38	95	OTHER
5	1	29	1	1	2	2368	1504	371	38	82	PUBLICATIONS
2	1	30	0	0	0	1829	1618	1262	349	-1	
3	1	30	1	0	0	1829	1618	1262	100	-1	
4	1	30	1	1	0	1830	1618	1261	46	-1	
5	1	30	1	1	1	1830	1618	175	35	94	Canadian
5	1	30	1	1	2	2017	1620	116	33	95	Patent
5	1	30	1	1	3	2144	1618	122	42	95	Office,
5	1	30	1	1	4	2280	1618	124	35	96	Notice
5	1	30	1	1	5	2417	1618	42	35	95	of
5	1	30	1	1	6	2465	1618	208	43	95	Allowance,
5	1	30	1	1	7	2688	1618	175	35	96	Canadian
5	1	30	1	1	8	2873	1618	218	46	96	Application
4	1	30	1	2	0	1829	1677	527	41	-1	
5	1	30	1	2	1	1829	1677	66	33	96	No.
5	1	30	1	2	2	1910	1677	195	41	96	2,582,901,
5	1	30	1	2	3	2121	1677	72	33	96	Jun.
5	1	30	1	2	4	2210	1677	30	40	95	6,
5	1	30	1	2	5	2257	1677	99	33	95	2008.
3	1	30	2	0	0	1829	1743	1262	102	-1	
4	1	30	2	1	0	1830	1743	1261	45	-1	
5	1	30	2	1	1	1830	1743	192	42	89	Manishen,
5	1	30	2	1	2	2038	1744	178	44	95	Response
5	1	30	2	1	3	2228	1748	34	30	96	to
5	1	30	2	1	4	2279	1743	174	35	96	Canadian
5	1	30	2	1	5	2467	1743	113	35	96	Office
5	1	30	2	1	6	2593	1743	133	42	95	Action,
5	1	30	2	1	7	2743	1743	175	35	96	Canadian
5	1	30	2	1	8	2930	1743	161	45	96	Applica-
4	1	30	2	2	0	1829	1800	821	45	-1	
5	1	30	2	2	1	1829	1800	72	35	96	tion
5	1	30	2	2	2	1913	1801	66	34	94	No.
5	1	30	2	2	3	1995	1801	194	41	95	2,582,901,
5	1	30	2	2	4	2206	1801	69	34	96	Jan.
5	1	30	2	2	5	2292	1801	53	41	95	21,
5	1	30	2	2	6	2362	1801	100	41	96	2008,
5	1	30	2	2	7	2479	1801	43	34	96	22
5	1	30	2	2	8	2536	1812	114	33	96	pages.
3	1	30	3	0	0	1829	1869	1262	98	-1	
4	1	30	3	1	0	1830	1869	1261	45	-1	
5	1	30	3	1	1	1830	1869	175	35	95	Canadian
5	1	30	3	1	2	2017	1870	116	34	95	Patent
5	1	30	3	1	3	2145	1869	123	42	92	Office,
5	1	30	3	1	4	2283	1869	175	35	96	Canadian
5	1	30	3	1	5	2470	1869	114	35	92	Office
5	1	30	3	1	6	2594	1869	135	42	96	Action,
5	1	30	3	1	7	2745	1869	174	35	95	Canadian
5	1	30	3	1	8	2930	1869	161	45	96	Applica-
4	1	30	3	2	0	1829	1924	626	43	-1	
5	1	30	3	2	1	1829	1924	72	35	96	tion
5	1	30	3	2	2	1913	1926	66	33	96	No.
5	1	30	3	2	3	1995	1926	194	41	95	2,582,901,
5	1	30	3	2	4	2206	1924	62	35	95	Jul.
5	1	30	3	2	5	2283	1926	55	41	95	27,
5	1	30	3	2	6	2354	1926	101	33	95	2007.
2	1	31	0	0	0	1833	2031	412	51	-1	
3	1	31	1	0	0	1833	2031	412	51	-1	
4	1	31	1	1	0	1833	2031	412	51	-1	
5	1	31	1	1	1	1833	2031	18	23	96	*
5	1	31	1	1	2	1870	2031	101	39	95	cited
5	1	31	1	1	3	1984	2031	52	51	96	by
5	1	31	1	1	4	2051	2031	194	39	96	examiner
2	1	32	0	0	0	1826	2130	1097	176	-1	
3	1	32	1	0	0	1826	2130	1097	176	-1	
4	1	32	1	1	0	1827	2130	828	51	-1	
5	1	32	1	1	1	1827	2131	176	50	91	Primary
5	1	32	1	1	2	2016	2130	418	39	88	Examiner-Patricia
5	1	32	1	1	3	2449	2131	45	38	96	M
5	1	32	1	1	4	2510	2130	145	39	96	Bianco
4	1	32	1	2	0	1826	2193	691	39	-1	
5	1	32	1	2	1	1826	2195	194	37	92	Assistant
5	1	32	1	2	2	2030	2193	371	39	83	Examiner-Nihir
5	1	32	1	2	3	2416	2193	101	39	96	Patel
